Bin Id	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
BSEL-pool3.023	39	1	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	61.9943909537	3.610596	2936	0.920237822232	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
BSEL-pool3.024	6	1	UID2616	k__Bacteria;p__Bacteroidetes	c__Bacteroidia;o__Bacteroidales	46.5365193918	0.721644	670	0.940842021828	11	339	41.2085843471	6.09138086841	3.91522416224	1.35300552133	3422.87610619	1091.16090759
BSEL-pool3.025	1	0	UID2372	k__Bacteria;p__Tenericutes;c__Mollicutes	o__Erysipelotrichales;f__Erysipelotrichaceae	31.8644696318	0.415287	457	0.936882204355	11	131	29.5145606534	5.21378913358	1.25206398473	0.907346776529	1158.4351145	975.163936887
BSEL-pool3.026	16	3	UID1120	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	56.9257607898	2.808233	2639	0.918570859327	11	304	37.7948489226	8.10024984371	3.72449501645	1.04745727283	3521.08223684	983.518965621
BSEL-pool3.027	42	1	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	40.5291208842	2.594152	2154	0.937365273893	11	213	44.6136469867	4.37190585704	4.16594949296	1.44014248458	3559.19248826	1160.01352815
BSEL-pool3.028	43	0	UID233	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Aminobacterium	s__Aminobacterium_colombiense	45.2653088616	1.922269	1901	0.915656965804	11	2	44.5357176835	0.771140064085	2.04328	0.062688	2001.0	30.0
BSEL-pool3.029	7	0	UID2616	k__Bacteria;p__Bacteroidetes	c__Bacteroidia;o__Bacteroidales	47.9319963949	0.770018	736	0.951801126727	11	339	41.2085843471	6.09138086841	3.91522416224	1.35300552133	3422.87610619	1091.16090759
BSEL-pool3.030	42	1	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	51.1117563661	5.489647	4111	0.906799289645	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
BSEL-pool3.031	15	3	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	63.5718913773	2.495647	2411	0.920929121787	11	213	44.6136469867	4.37190585704	4.16594949296	1.44014248458	3559.19248826	1160.01352815
BSEL-pool3.032	25	0	UID1027	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae	g__Phascolarctobacterium;s__	50.5668312609	3.312185	4034	0.87101686651	11	6	50.5936678297	2.50409466221	2.28418616667	0.110614576722	2222.83333333	126.004519319
BSEL-pool3.033	8	0	UID2558	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	45.9508809451	0.991265	1365	0.916962668913	11	8	45.148076421	5.30535262368	2.984051125	0.279084070065	2658.25	194.214282431
BSEL-pool3.034	22	20	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	58.5279598649	1.98928	2188	0.942636531811	11	213	44.6136469867	4.37190585704	4.16594949296	1.44014248458	3559.19248826	1160.01352815
BSEL-pool3.035	13	0	UID2561	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	38.6598851928	2.352291	3027	0.860451789341	11	5	42.7108865335	5.25774639831	3.1115962	0.229859258677	2759.0	154.20765221
BSEL-pool3.036	3	4	UID2993	k__Bacteria	p__Verrucomicrobia	69.4708595766	2.973464	3127	0.895075238846	11	77	42.9388897508	7.08947795852	1.8711955974	1.6729307037	1670.83116883	1381.87024973
BSEL-pool3.037	42	0	UID1240	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	s__Ruminococcus_flavefaciens	53.6166410027	3.192548	2779	0.895883162916	11	8	46.2165251539	2.52667812802	3.7069445	0.696422523521	3346.125	662.876390721
BSEL-pool3.038	34	6	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	53.4376218912	1.771559	2363	0.952687435191	11	213	44.6136469867	4.37190585704	4.16594949296	1.44014248458	3559.19248826	1160.01352815
BSEL-pool3.039	5	1	UID2561	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	44.9892244386	2.508454	3008	0.897177305225	11	5	42.7108865335	5.25774639831	3.1115962	0.229859258677	2759.0	154.20765221
BSEL-pool3.040	33	0	UID227	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	unresolved	58.6281473616	1.691377	1643	0.910246503293	11	6	59.2239800321	4.97128984944	2.77581483333	0.708019003304	2597.83333333	602.783105455
BSEL-pool3.041	42	1	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	55.3418163325	2.296672	1926	0.954610845606	11	213	44.6136469867	4.37190585704	4.16594949296	1.44014248458	3559.19248826	1160.01352815
BSEL-pool3.042	31	1	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	55.3086332567	1.869144	2158	0.914798431796	11	355	36.5645182099	8.12418154582	3.72499125634	1.06187422942	3524.90704225	988.869278779
BSEL-pool3.043	42	0	UID1227	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	54.0122486914	1.950739	1795	0.899851287128	11	21	51.3750896344	4.85730655984	3.60745271429	0.799059994081	3663.76190476	915.711532076
BSEL-pool3.044	26	0	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	55.1302250513	1.820963	1693	0.941658342317	11	213	44.6136469867	4.37190585704	4.16594949296	1.44014248458	3559.19248826	1160.01352815
BSEL-pool3.045	26	0	UID2981	k__Bacteria	p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter_succinogenes	50.8940420679	2.441384	2864	0.926598601449	11	2	42.9626862761	5.0891583566	3.0447275	0.7979075	2528.5	659.5
BSEL-pool3.046	12	2	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	61.1090911765	1.972011	1991	0.946176770819	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
BSEL-pool3.047	36	2	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	61.7242762934	3.882858	3028	0.931570250573	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
BSEL-pool3.048	31	0	UID2616	k__Bacteria;p__Bacteroidetes	c__Bacteroidia;o__Bacteroidales	50.5177021956	2.94455	2607	0.931838820872	11	339	41.2085843471	6.09138086841	3.91522416224	1.35300552133	3422.87610619	1091.16090759
BSEL-pool3.049	42	0	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	46.1107115873	1.757648	1564	0.927802381364	11	355	36.5645182099	8.12418154582	3.72499125634	1.06187422942	3524.90704225	988.869278779
BSEL-pool3.050	25	7	UID1150	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Eubacteriaceae;g__Eubacterium	49.1491725335	1.190018	1131	0.929041409458	11	3	41.524809725	8.82559851435	2.48940333333	0.572763098905	2318.33333333	509.229701499
BSEL-pool3.051	5	0	UID3047	k__Bacteria	p__Verrucomicrobia	65.7286663207	1.639907	1895	0.878291878747	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
BSEL-pool3.052	38	3	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	31.9641635217	2.393762	2034	0.942186817236	11	355	36.5645182099	8.12418154582	3.72499125634	1.06187422942	3524.90704225	988.869278779
BSEL-pool3.053	8	2	UID2561	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	39.4466166121	3.655079	5095	0.929327382527	11	5	42.7108865335	5.25774639831	3.1115962	0.229859258677	2759.0	154.20765221
BSEL-pool3.054	13	6	UID2981	k__Bacteria	p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter_succinogenes	57.0341889322	2.322272	2286	0.938153670199	11	2	42.9626862761	5.0891583566	3.0447275	0.7979075	2528.5	659.5
BSEL-pool3.055	40	0	UID1214	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	50.1247286782	1.827166	1613	0.914957371142	11	3	45.3719452577	0.855761650272	2.71408666667	0.642612604222	2453.66666667	618.767771911
BSEL-pool3.056	30	8	UID235	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Jonquetella	g__Pyramidobacter;s__Pyramidobacter_piscolens	60.8096455869	2.510827	2371	0.88222685195	11	3	59.4391349619	0.355435098056	2.00816866667	0.394223208589	2098.33333333	521.930604157
BSEL-pool3.057	9	1	UID1213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	57.5462044928	1.731758	2071	0.923287780394	11	17	38.5273475699	3.67668848158	4.09183435294	0.989135099057	3613.17647059	824.10637772
BSEL-pool3.058	39	4	UID954	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	g__Lysinibacillus;s__Lysinibacillus_fusiformis	34.7729284918	6.021253	6424	0.852089423912	11	6	37.9481913743	0.76572519845	4.17496066667	0.547999292945	4191.5	552.715945732
BSEL-pool3.059	10	32	UID140	k__Archaea;p__Euryarchaeota	c__;o__;f__;g__;s__	55.5666886593	3.533007	3872	0.955467679515	11	2	59.3909274412	1.08793073667	2.040669	0.579564	2125.5	543.5
BSEL-pool3.060	25	7	UID1148	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	49.4772839332	2.8394	3047	0.927230400789	11	5	39.2467641724	7.96711888391	2.871139	1.62536946613	2692.8	1550.0463735
BSEL-pool3.061	13	6	UID1213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	62.7793023516	2.341638	2967	0.935707397984	11	17	38.5273475699	3.67668848158	4.09183435294	0.989135099057	3613.17647059	824.10637772
BSEL-pool3.062	19	13	UID2536	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae	g__Sphaerochaeta	50.8681271058	3.955066	3894	0.944061869005	11	5	48.7487949991	1.4146619744	3.6730384	0.894732632953	3403.2	900.338691827
BSEL-pool3.063	8	3	UID1213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	63.625482146	2.73776	2712	0.902531996961	11	17	38.5273475699	3.67668848158	4.09183435294	0.989135099057	3613.17647059	824.10637772
BSEL-pool3.064	24	15	UID2391	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	s__Solobacterium_moorei	35.0210978732	2.041438	1976	0.945164144098	11	5	41.7271020233	6.19110754575	2.544378	0.842033885692	2657.2	947.581215517
BSEL-pool3.065	40	2	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	54.6366708665	5.09538	3936	0.919825606726	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
BSEL-pool3.066	1	1	UID1228	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_desmolans	61.6542289738	3.581318	4412	0.939384047996	11	6	54.7790079558	3.26298966227	3.73971183333	1.13776984581	3947.83333333	1351.37910011
BSEL-pool3.067	25	8	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	40.4236781331	4.618506	5369	0.91317213835	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
BSEL-pool3.068	33	0	UID2774	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	s__Prevotella_ruminicola	47.5080503745	2.366039	2210	0.934703105063	11	8	48.0351395463	0.563365397107	3.46318025	0.129991748041	2854.5	138.379911837
BSEL-pool3.069	40	3	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	27.6387683125	2.560617	3344	0.908769644191	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
BSEL-pool3.070	31	1	UID2616	k__Bacteria;p__Bacteroidetes	c__Bacteroidia;o__Bacteroidales	48.7751353166	3.014782	3064	0.921563151166	11	339	41.2085843471	6.09138086841	3.91522416224	1.35300552133	3422.87610619	1091.16090759
BSEL-pool3.071	6	1	UID1120	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	51.5887359168	3.184387	4049	0.903714592479	11	304	37.7948489226	8.10024984371	3.72449501645	1.04745727283	3521.08223684	983.518965621
BSEL-pool3.072	12	7	UID1227	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.1116802202	1.742099	2285	0.844473247502	11	21	51.3750896344	4.85730655984	3.60745271429	0.799059994081	3663.76190476	915.711532076
BSEL-pool3.073	1	0	UID2395	k__Bacteria;p__Tenericutes;c__Mollicutes	o__Mycoplasmatales;f__Mycoplasmataceae	56.270206091	2.589875	3421	0.907415222742	11	108	27.8135094615	3.1506867678	0.887252666667	0.134495326322	760.481481481	120.568904649
BSEL-pool3.074	19	3	UID2391	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	s__Solobacterium_moorei	48.3494024081	2.295714	3306	0.938946663217	11	5	41.7271020233	6.19110754575	2.544378	0.842033885692	2657.2	947.581215517
BSEL-pool3.075	14	1	UID1149	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.7043921024	1.933903	2115	0.942637764148	11	4	41.2839852187	7.65456603479	2.13817775	0.784934014274	1988.25	722.04652724
BSEL-pool3.076	3	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.1048092558	3.322302	4314	0.881600769587	11	57	41.3563690466	3.61577540662	3.69219901754	0.740391471457	3354.10526316	626.597150424
BSEL-pool3.077	8	4	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	66.5833269481	3.667319	4583	0.93166206703	11	4	54.936132268	3.97742114581	4.187599	1.14915573988	4522.75	1321.7663135
BSEL-pool3.078	14	2	UID3053	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	f__Verrucomicrobia_subdivision_3;g__Pedosphaera;s__Pedosphaera_parvula	51.2151933247	1.342379	1839	0.833489647857	11	7	55.5776172047	5.68274754991	4.11986942857	2.35804988334	3712.85714286	1824.78894502
BSEL-pool3.079	16	3	UID1150	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Eubacteriaceae;g__Eubacterium	51.9221320824	2.051628	2593	0.944415849267	11	3	41.524809725	8.82559851435	2.48940333333	0.572763098905	2318.33333333	509.229701499
BSEL-pool3.080	4	1	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	43.5104574366	1.975771	2977	0.826055752413	11	155	43.8662319998	5.38173164231	3.83973887097	1.10445518803	3649.4	1062.30653859
BSEL-pool3.081	11	19	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	61.3052684941	1.89371	2327	0.94398455941	11	155	43.8662319998	5.38173164231	3.83973887097	1.10445518803	3649.4	1062.30653859
BSEL-pool3.082	8	2	UID1229	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__;g__;s__	62.8322457483	2.75534	3393	0.915244216685	11	5	54.9201949947	3.5576564145	3.958275	1.12552437535	4185.2	1361.40110181
BSEL-pool3.083	2	0	UID2993	k__Bacteria	p__Verrucomicrobia	56.1090646677	1.140461	1520	0.912576580874	11	77	42.9388897508	7.08947795852	1.8711955974	1.6729307037	1670.83116883	1381.87024973
BSEL-pool3.084	37	1	UID4489	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	g__Pseudomonas;s__Pseudomonas_caeni	48.6056281622	2.399611	3042	0.892014163962	11	184	61.647585597	3.08662930547	5.86370508696	0.785521898244	5415.60326087	702.400967946
BSEL-pool3.085	28	12	UID1295	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	44.1956437471	1.976102	2346	0.935630853063	11	33	41.4438493628	2.07038141269	4.13179754545	0.499126335219	3670.78787879	435.791217566
BSEL-pool3.086	9	2	UID1247	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	53.7688268668	1.41885	1923	0.915809282165	11	134	42.6894707287	4.42534081496	3.87614192537	1.14067665452	3647.14925373	1083.46687548
BSEL-pool3.087	14	0	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	55.266352025	2.635591	3332	0.92174810128	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
BSEL-pool3.088	10	0	UID1227	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	61.6495842352	1.493152	2217	0.898135621826	11	21	51.3750896344	4.85730655984	3.60745271429	0.799059994081	3663.76190476	915.711532076
BSEL-pool3.089	39	3	UID1120	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	50.6117890163	2.44872	2903	0.87682993564	11	304	37.7948489226	8.10024984371	3.72449501645	1.04745727283	3521.08223684	983.518965621
BSEL-pool3.090	19	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	58.8326673222	1.338316	1768	0.919400948655	11	155	43.8662319998	5.38173164231	3.83973887097	1.10445518803	3649.4	1062.30653859
